      Lon      Lat    Year Fag_syl   C3_gr   Total
    10.25    47.75    1962   0.504   0.000   0.504
    10.25    47.75    1963   0.555   0.000   0.555
    10.25    47.75    1964   0.524   0.000   0.524
    10.25    47.75    1965   0.463   0.000   0.463
    10.25    47.75    1966   0.562   0.000   0.562
    10.25    47.75    1967   0.544   0.000   0.544
    10.25    47.75    1968   0.573   0.000   0.573
    10.25    47.75    1969   0.553   0.000   0.553
    10.25    47.75    1970   0.483   0.000   0.483
    10.25    47.75    1971   0.614   0.000   0.614
    10.25    47.75    1972   0.510   0.000   0.510
    10.25    47.75    1973   0.465  -0.000   0.465
    10.25    47.75    1974   0.495   0.000   0.495
    10.25    47.75    1975   0.462   0.000   0.462
    10.25    47.75    1976   0.558   0.000   0.558
    10.25    47.75    1977   0.547   0.000   0.547
    10.25    47.75    1978   0.497   0.000   0.497
    10.25    47.75    1979   0.462   0.000   0.462
    10.25    47.75    1980   0.409   0.000   0.409
    10.25    47.75    1981   0.606   0.000   0.606
    10.25    47.75    1982   0.476   0.000   0.477
    10.25    47.75    1983   0.520   0.000   0.520
    10.25    47.75    1984   0.472   0.000   0.472
    10.25    47.75    1985   0.538   0.000   0.539
    10.25    47.75    1986   0.526   0.000   0.526
    10.25    47.75    1987   0.481   0.000   0.481
    10.25    47.75    1988   0.555   0.000   0.555
    10.25    47.75    1989   0.619   0.000   0.619
    10.25    47.75    1990   0.606   0.000   0.606
    10.25    47.75    1991   0.503   0.000   0.503
    10.25    47.75    1992   0.491   0.000   0.491
    10.25    47.75    1993   0.557   0.000   0.557
    10.25    47.75    1994   0.525   0.000   0.526
    10.25    47.75    1995   0.489   0.000   0.489
    10.25    47.75    1996   0.555   0.000   0.555
    10.25    47.75    1997   0.579   0.000   0.579
    10.25    47.75    1998   0.575   0.000   0.575
    10.25    47.75    1999   0.537   0.000   0.537
    10.25    47.75    2000   0.558   0.000   0.558
    10.25    47.75    2001   0.543   0.000   0.543
    10.25    47.75    2002   0.574   0.000   0.574
    10.25    47.75    2003   0.460   0.000   0.460
    10.25    47.75    2004   0.575   0.000   0.575
    10.25    47.75    2005   0.604   0.000   0.604
    10.25    47.75    2006   0.512   0.011   0.523
    10.25    47.75    2007   0.551   0.015   0.566
    10.25    47.75    2008   0.532  -0.003   0.529
    10.25    47.75    2009   0.544  -0.000   0.544
    10.25    47.75    2010   0.535   0.000   0.535
    10.25    47.75    2011   0.614  -0.000   0.614
    10.25    47.75    2012   0.583   0.000   0.583
    10.25    47.75    2013   0.468   0.000   0.468
    10.25    47.75    2014   0.546   0.000   0.546
    10.25    47.75    2015   0.474   0.000   0.474
    10.25    47.75    2016   0.491   0.000   0.491
    10.25    47.75    2017   0.629   0.000   0.630
    10.75    47.75    1901   0.569   0.009   0.579
    10.75    47.75    1902   0.535   0.012   0.546
    10.75    47.75    1903   0.565   0.011   0.576
    10.75    47.75    1904   0.563   0.010   0.573
    10.75    47.75    1905   0.491   0.011   0.502
    10.75    47.75    1906   0.558   0.011   0.569
    10.75    47.75    1907   0.529   0.010   0.539
    10.75    47.75    1908   0.539   0.002   0.541
    10.75    47.75    1909   0.610   0.003   0.613
    10.75    47.75    1910   0.534   0.001   0.535
    10.75    47.75    1911   0.550  -0.000   0.549
    10.75    47.75    1912   0.567   0.000   0.567
    10.75    47.75    1913   0.636   0.000   0.636
    10.75    47.75    1914   0.571   0.000   0.571
    10.75    47.75    1915   0.528   0.000   0.528
    10.75    47.75    1916   0.594   0.000   0.594
    10.75    47.75    1917   0.477   0.000   0.477
    10.75    47.75    1918   0.576   0.000   0.576
    10.75    47.75    1919   0.422   0.008   0.430
    10.75    47.75    1920   0.604   0.011   0.615
    10.75    47.75    1921   0.534   0.008   0.542
    10.75    47.75    1922   0.491   0.009   0.499
    10.75    47.75    1923   0.550   0.006   0.556
    10.75    47.75    1924   0.572   0.006   0.578
    10.75    47.75    1925   0.541   0.004   0.545
    10.75    47.75    1926   0.577   0.003   0.579
    10.75    47.75    1927   0.541   0.001   0.542
    10.75    47.75    1928   0.503  -0.000   0.503
    10.75    47.75    1929   0.503   0.008   0.511
    10.75    47.75    1930   0.530   0.008   0.538
    10.75    47.75    1931   0.502   0.006   0.508
    10.75    47.75    1932   0.464   0.004   0.469
    10.75    47.75    1933   0.522   0.002   0.525
    10.75    47.75    1934   0.574  -0.000   0.574
    10.75    47.75    1935   0.522  -0.000   0.522
    10.75    47.75    1936   0.510   0.000   0.510
    10.75    47.75    1937   0.566   0.000   0.566
    10.75    47.75    1938   0.546   0.000   0.546
    10.75    47.75    1939   0.543   0.000   0.543
    10.75    47.75    1940   0.564   0.000   0.564
    10.75    47.75    1941   0.430   0.000   0.430
    10.75    47.75    1942   0.560   0.000   0.560
    10.75    47.75    1943   0.568   0.000   0.568
    10.75    47.75    1944   0.543   0.000   0.543
    10.75    47.75    1945   0.630   0.000   0.630
    10.75    47.75    1946   0.595   0.000   0.595
    10.75    47.75    1947   0.342   0.000   0.342
    10.75    47.75    1948   0.696   0.000   0.696
    10.75    47.75    1949   0.562   0.000   0.562
    10.75    47.75    1950   0.523   0.000   0.523
    10.75    47.75    1951   0.456   0.010   0.466
    10.75    47.75    1952   0.509   0.011   0.519
    10.75    47.75    1953   0.533   0.001   0.534
    10.75    47.75    1954   0.450   0.001   0.451
    10.75    47.75    1955   0.483   0.000   0.483
    10.75    47.75    1956   0.484   0.000   0.484
    10.75    47.75    1957   0.547   0.000   0.547
    10.75    47.75    1958   0.477   0.000   0.477
    10.75    47.75    1959   0.631   0.000   0.632
    10.75    47.75    1960   0.492   0.001   0.493
    10.75    47.75    1961   0.566   0.001   0.567
    10.75    47.75    1962   0.483   0.012   0.495
    10.75    47.75    1963   0.520   0.004   0.523
    10.75    47.75    1964   0.495   0.015   0.510
    10.75    47.75    1965   0.434   0.013   0.448
    10.75    47.75    1966   0.549   0.011   0.560
    10.75    47.75    1967   0.513   0.010   0.522
    10.75    47.75    1968   0.568   0.003   0.571
    10.75    47.75    1969   0.549   0.001   0.550
    10.75    47.75    1970   0.479   0.002   0.480
    10.75    47.75    1971   0.613   0.002   0.615
    10.75    47.75    1972   0.504   0.002   0.506
    10.75    47.75    1973   0.467   0.002   0.468
    10.75    47.75    1974   0.497   0.002   0.500
    10.75    47.75    1975   0.463   0.002   0.464
    10.75    47.75    1976   0.552   0.002   0.553
    10.75    47.75    1977   0.563   0.002   0.564
    10.75    47.75    1978   0.493   0.002   0.494
    10.75    47.75    1979   0.448   0.001   0.449
    10.75    47.75    1980   0.398   0.001   0.399
    10.75    47.75    1981   0.624   0.002   0.625
    10.75    47.75    1982   0.480   0.001   0.481
    10.75    47.75    1983   0.560   0.001   0.560
    10.75    47.75    1984   0.485   0.000   0.486
    10.75    47.75    1985   0.528   0.000   0.529
    10.75    47.75    1986   0.542   0.000   0.543
    10.75    47.75    1987   0.493   0.000   0.494
    10.75    47.75    1988   0.563   0.000   0.563
    10.75    47.75    1989   0.625   0.000   0.625
    10.75    47.75    1990   0.597   0.000   0.597
    10.75    47.75    1991   0.503   0.000   0.503
    10.75    47.75    1992   0.484  -0.000   0.484
    10.75    47.75    1993   0.569   0.000   0.569
    10.75    47.75    1994   0.552   0.000   0.552
    10.75    47.75    1995   0.500   0.000   0.500
    10.75    47.75    1996   0.556   0.000   0.556
    10.75    47.75    1997   0.569   0.000   0.569
    10.75    47.75    1998   0.579   0.000   0.579
    10.75    47.75    1999   0.526   0.000   0.526
    10.75    47.75    2000   0.542   0.027   0.569
    10.75    47.75    2001   0.527   0.030   0.557
    10.75    47.75    2002   0.568   0.032   0.599
    10.75    47.75    2003   0.447  -0.008   0.439
    10.75    47.75    2004   0.586   0.000   0.586
    10.75    47.75    2005   0.638   0.000   0.638
    10.75    47.75    2006   0.541   0.004   0.544
    10.75    47.75    2007   0.600   0.000   0.600
    10.75    47.75    2008   0.562  -0.000   0.562
    10.75    47.75    2009   0.588   0.000   0.588
    10.75    47.75    2010   0.556   0.000   0.556
    10.75    47.75    2011   0.639   0.000   0.639
    10.75    47.75    2012   0.623   0.000   0.623
    10.75    47.75    2013   0.497   0.000   0.497
    10.75    47.75    2014   0.567   0.000   0.567
    10.75    47.75    2015   0.504   0.000   0.504
    10.75    47.75    2016   0.500   0.000   0.500
    10.75    47.75    2017   0.655   0.000   0.655
    11.25    47.75    1901   0.534   0.011   0.545
    11.25    47.75    1902   0.512   0.013   0.524
    11.25    47.75    1903   0.533   0.012   0.545
    11.25    47.75    1904   0.533   0.011   0.544
    11.25    47.75    1905   0.468   0.012   0.480
    11.25    47.75    1906   0.535   0.012   0.548
    11.25    47.75    1907   0.493   0.010   0.503
    11.25    47.75    1908   0.508   0.011   0.519
    11.25    47.75    1909   0.566   0.013   0.578
    11.25    47.75    1910   0.501   0.012   0.513
    11.25    47.75    1911   0.514   0.010   0.524
    11.25    47.75    1912   0.514   0.019   0.533
    11.25    47.75    1913   0.575   0.020   0.596
    11.25    47.75    1914   0.529   0.030   0.560
    11.25    47.75    1915   0.482   0.029   0.511
    11.25    47.75    1916   0.556   0.034   0.590
    11.25    47.75    1917   0.419   0.020   0.439
    11.25    47.75    1918   0.554   0.006   0.560
    11.25    47.75    1919   0.400   0.007   0.407
    11.25    47.75    1920   0.584   0.007   0.591
    11.25    47.75    1921   0.511   0.013   0.524
    11.25    47.75    1922   0.484   0.023   0.507
    11.25    47.75    1923   0.533   0.018   0.551
    11.25    47.75    1924   0.554   0.020   0.574
    11.25    47.75    1925   0.527   0.017   0.544
    11.25    47.75    1926   0.544   0.019   0.564
    11.25    47.75    1927   0.523   0.018   0.542
    11.25    47.75    1928   0.490   0.010   0.500
    11.25    47.75    1929   0.498   0.011   0.509
    11.25    47.75    1930   0.547   0.010   0.557
    11.25    47.75    1931   0.501   0.006   0.507
    11.25    47.75    1932   0.477   0.004   0.481
    11.25    47.75    1933   0.530   0.006   0.536
    11.25    47.75    1934   0.567   0.004   0.571
    11.25    47.75    1935   0.529   0.004   0.534
    11.25    47.75    1936   0.523   0.005   0.528
    11.25    47.75    1937   0.563   0.004   0.567
    11.25    47.75    1938   0.537   0.004   0.541
    11.25    47.75    1939   0.546   0.003   0.549
    11.25    47.75    1940   0.564   0.003   0.567
    11.25    47.75    1941   0.448   0.002   0.450
    11.25    47.75    1942   0.576   0.002   0.577
    11.25    47.75    1943   0.566   0.001   0.567
    11.25    47.75    1944   0.533   0.001   0.533
    11.25    47.75    1945   0.607   0.000   0.607
    11.25    47.75    1946   0.579   0.011   0.590
    11.25    47.75    1947   0.297   0.009   0.306
    11.25    47.75    1948   0.698   0.014   0.712
    11.25    47.75    1949   0.581   0.010   0.591
    11.25    47.75    1950   0.529   0.013   0.541
    11.25    47.75    1951   0.486   0.011   0.497
    11.25    47.75    1952   0.523   0.011   0.534
    11.25    47.75    1953   0.548   0.000   0.548
    11.25    47.75    1954   0.471   0.002   0.473
    11.25    47.75    1955   0.501   0.002   0.503
    11.25    47.75    1956   0.500   0.003   0.503
    11.25    47.75    1957   0.560   0.003   0.564
    11.25    47.75    1958   0.489   0.003   0.492
    11.25    47.75    1959   0.633   0.004   0.637
    11.25    47.75    1960   0.519   0.003   0.522
    11.25    47.75    1961   0.582   0.003   0.585
    11.25    47.75    1962   0.505   0.014   0.519
    11.25    47.75    1963   0.548   0.004   0.552
    11.25    47.75    1964   0.518   0.004   0.522
    11.25    47.75    1965   0.468   0.002   0.470
    11.25    47.75    1966   0.571   0.001   0.572
    11.25    47.75    1967   0.546   0.001   0.547
    11.25    47.75    1968   0.595   0.000   0.595
    11.25    47.75    1969   0.565  -0.000   0.565
    11.25    47.75    1970   0.483  -0.000   0.483
    11.25    47.75    1971   0.610   0.000   0.610
    11.25    47.75    1972   0.521   0.000   0.521
    11.25    47.75    1973   0.462  -0.000   0.462
    11.25    47.75    1974   0.520  -0.000   0.520
    11.25    47.75    1975   0.473   0.000   0.473
    11.25    47.75    1976   0.562   0.000   0.562
    11.25    47.75    1977   0.566   0.000   0.567
    11.25    47.75    1978   0.507   0.000   0.507
    11.25    47.75    1979   0.464   0.000   0.464
    11.25    47.75    1980   0.415   0.000   0.415
    11.25    47.75    1981   0.620   0.000   0.620
    11.25    47.75    1982   0.491   0.000   0.491
    11.25    47.75    1983   0.565   0.000   0.565
    11.25    47.75    1984   0.504   0.000   0.504
    11.25    47.75    1985   0.532   0.000   0.532
    11.25    47.75    1986   0.548   0.000   0.548
    11.25    47.75    1987   0.501   0.000   0.502
    11.25    47.75    1988   0.559   0.000   0.559
    11.25    47.75    1989   0.617   0.000   0.617
    11.25    47.75    1990   0.608   0.000   0.608
    11.25    47.75    1991   0.517   0.000   0.517
    11.25    47.75    1992   0.474   0.000   0.474
    11.25    47.75    1993   0.578   0.000   0.578
    11.25    47.75    1994   0.531   0.000   0.532
    11.25    47.75    1995   0.508   0.000   0.508
    11.25    47.75    1996   0.559   0.000   0.559
    11.25    47.75    1997   0.569   0.000   0.569
    11.25    47.75    1998   0.599   0.000   0.599
    11.25    47.75    1999   0.552   0.000   0.552
    11.25    47.75    2000   0.552   0.000   0.552
    11.25    47.75    2001   0.546   0.000   0.546
    11.25    47.75    2002   0.582   0.000   0.582
    11.25    47.75    2003   0.469   0.000   0.469
    11.25    47.75    2004   0.586   0.000   0.586
    11.25    47.75    2005   0.633   0.000   0.633
    11.25    47.75    2006   0.518   0.000   0.518
    11.25    47.75    2007   0.578   0.000   0.578
    11.25    47.75    2008   0.534   0.000   0.534
    11.25    47.75    2009   0.533   0.000   0.533
    11.25    47.75    2010   0.523   0.013   0.535
    11.25    47.75    2011   0.581   0.015   0.595
    11.25    47.75    2012   0.577   0.016   0.593
    11.25    47.75    2013   0.463  -0.004   0.460
    11.25    47.75    2014   0.531   0.000   0.531
    11.25    47.75    2015   0.475  -0.000   0.475
    11.25    47.75    2016   0.475   0.015   0.490
    11.25    47.75    2017   0.601   0.015   0.617
    11.75    47.75    1901   0.451   0.069   0.520
    11.75    47.75    1902   0.427   0.069   0.497
    11.75    47.75    1903   0.462   0.057   0.519
    11.75    47.75    1904   0.472   0.043   0.515
    11.75    47.75    1905   0.428   0.043   0.471
    11.75    47.75    1906   0.497   0.037   0.534
    11.75    47.75    1907   0.478   0.026   0.503
    11.75    47.75    1908   0.496   0.026   0.522
    11.75    47.75    1909   0.531   0.027   0.558
    11.75    47.75    1910   0.485   0.028   0.513
    11.75    47.75    1911   0.517   0.024   0.541
    11.75    47.75    1912   0.465   0.034   0.500
    11.75    47.75    1913   0.551   0.029   0.580
